post date	Summary and Description	post number
2023-11-12T07:05:29Z	"Missed Lab 04 Hello, 

I had missed my Lab04 due to me not being aware that it was rescheduled to another day for that week. When I was aware, I spoke to one of the TAs in my section asking if there was anything I could do, however, they said there was nothing. Today I came across the fact that we could have completed a concession form, which would have worked at the time as it was within 7 days (if I am not mistaken). 

Does one missed lab have a effect on my lab grade? If yes, is there anything I could do to combat this and how much does it affect it? 

Thank you for your time, I know this is very delayed. "	1133
2023-11-12T05:45:06Z	"What would constitute a malformed mutual reference relationship? I know that all self-references must have base cases and self-referential cases, however I cant seem to find any documentation on what would make an MR malformed.

Thanks!"	1132
2023-11-12T05:07:12Z	"Parameter vs operand? Seeing the discussion @1094 I just have a few clarifying questions about operands using examples.


If a parameter/argument appears in a function call/definition... ie: (define(functionName p 12) ...)
Prior to running is p considered an operand? is 12 also?

If a variable appears in a function body... ie: (define  (functionName p)
                                                                               (string=? p 12))
Is the body instance of p considered a parameter, an operand, or both (some autograders tolerate both)

Thanks"	1131
2023-11-12T04:31:26Z	Unweighted Average of 50% Just a quick question, when it says we need a 50% average on the 3 exams, does that mean that we need a total of 32.5 of the possible 65? or does it mean we take the percent average of each exam and just divide it by 3? I ask since each of the 3 exams are worth different amounts. Thanks!	1130
2023-11-12T04:17:21Z	"2019 W1 MT2 Q4 Can someone explain how the part 2 answer to this question?why is there a 4 there?in the body i got ( &#43; x y) but x obviously wasn&#39;t defined. So i didnt know what to do. How is there a 4 there instead of the x?
"	1129
2023-11-12T03:54:42Z	"Clarification on &#34;DO NOT EDIT ABOVE THIS LINE&#34; in midterm I was working on MT2 from 2022w2 and it said &#34;DO NOT EDIT ABOVE THIS LINE&#34; right below a list of given check-expects. However, the autograder expects additional check expects for test validity and thoroughness.

So, are we allowed to add additional check-expects as we see fit? (and not modifying ANY given check-expects, signatures etc)

Thank you!"	1128
2023-11-12T03:07:17Z	"2020w1-mt2 Problem4 Starter description error Please fix the description error in this problem starter.

;; Complete the design of the the abstract fold function for Person. You
;; must add the following to the start we have provided below:
;;
;;  - signature
;;  - copy test that copies P3
;;  - count test that counts the number of people in P4, which is 4 &lt;- P4 does not exist in previous data definition examples"	1127
2023-11-12T02:20:58Z	"BSTs P5 - Balance Factor In the above problem solution, there is the following code:


The template for BST was:

I thought removing the cond all together would violate the template rules, is that not true? If not why?

Thank you"	1126
2023-11-12T00:52:21Z	"what is the case when we use the original template of abstract function? Isn&#39;t it functionally the same? what is the difference between using fold function and the original template?

(@problem 2)
(@htdf find-w-credits)
(@signature Course Natural -&gt; Natural or false)
;; search tree for course w/ given number; if found produce credits
(check-expect (find-w-credits C189 1) 189)
(check-expect (find-w-credits C189 4) false)
(check-expect (find-w-credits C110 3) 203)
(check-expect (find-w-credits C110 5) false)


#|
;; 
;; This searches the entire tree every time! It does not stop at the first
;; course found.
;;
;; So we should use the original encapsulated templates instead.
;;

(@template-origin use-abstract-fn)

(define (find-w-credits c0 n)
  (local [(define (c1 num creds rmr)
            (if (= creds n)
                num
                rmr))
          (define (c2 rmr rnr)
            (if (not (false? rmr))
                rmr
                rnr))]

    (fold-course c1 c2 false c0)))
|#

(@template-origin Course (listof Course) try-catch encapsulated)

(define (find-w-credits c0 n)
  (local [(define (fn-for-course c)
            (if (= (course-credits c) n) 
                (course-number c)
                (fn-for-loc (course-dependents c))))

          (define (fn-for-loc loc)
            (cond [(empty? loc) false]
                  [else         
                   (local [(define try (fn-for-course (first loc)))]
                     (if (not (false? try))
                         try   
                         (fn-for-loc (rest loc))))]))]

    (fn-for-course c0)))"	1123
2023-11-12T00:36:25Z	"2020 w1 p5 Why does the signature have Arbre instead of Y? Hi! I am confused about why the second argument of the third overall argument is Arbre instead of just Y? If Fruit is false, does that immediately imply that it is Arbre?

(@htdd Arbre Fruit)
(define-struct trey (a b c))
;; Arbre is (make-trey String Integer Fruit)


(define-struct pear (f o))
;; Fruit is one of:
;;  - false
;;  - (make-pear Arbre Fruit)


(@htdf fold-arbre)
;; Enter your signature here:
(@signature (String Integer Y -&gt; X) (X Y -&gt; Y) Y Arbre -&gt; X)
;; Abstract fold for Arbre

;; check-expects intentionally omitted from this question

(@template-origin Arbre Fruit encapsulated)

(define (fold-arbre c1 c2 b1 t)
  (local [(define (fn-for-arbre t)
            (c1 (trey-a t)
                (trey-b t)
                (fn-for-fruit (trey-c t))))   ;X

          (define (fn-for-fruit fp)
            (cond [(false? fp) b1]
                  [else
                   (c2 (fn-for-arbre (pear-f fp))
                       (fn-for-fruit (pear-o fp)))]))]   ;Y

    (fn-for-arbre t)))"	1122
2023-11-12T00:27:55Z	Can we have signature in 2 lines? Can we have signature in 2 lines?	1121
2023-11-12T00:20:50Z	"Question about closure (define (fn_1 a)  (local [(define (fn_2 b)            (local [(define (fn_3 c) a)]              0))]    0)

Here, is fn_3 a closure?"	1120
2023-11-11T23:16:05Z	DrRacket Handin Glitch Resolved. Just had to restart racket :).	1118
2023-11-11T23:44:43Z	"2022w mt2 problem4 Do I still need to include use-abstract-fn in the template-origin even though I used filter inside the local (so it would be invisible)? Thanks!
"	1117
2023-11-11T23:12:16Z	Check-expects for abstraction Even though we delete the extra base case tests as per the modules when writing check-expects (when working on abstraction from code), do we have to do this? Can we keep the extra base case test, or can we simply keep the extra tests that test for for example 2 one-long tests if we feel comfortable doing so. Or, will it be marked as wrong?	1116
2023-11-11T21:25:55Z	"2020 Mt-2 q2 last part I am confused as to how the function lifts a definition 15 times? I have sent the code below, could you please explain how I determine the number and I understand a function is lifted when it is removed from the local and is renamed. 
e.g. (local [(define (wide? x) (&gt; (image-width x) (image-height x)))]
will be lifted to (define (wide?_0 x_0) (&gt; (image-width x_0) (image-height x_0)))


Here is question 2&#39;s solution:

;; Question 5:
;; In total, how many definitions are lifted when the expression
;; (outer 1 7) is evaluated?

(define my-answer-question-5 15)  ;replace 99.9 with your answer (a natural)


 Here is the outer function

(define (outer x n)
  (local [(define (two x) 2)
          (define (inner f) (build-list x f))
          (define l (inner two))
          (define f (foldr * 1 l))
          (define p? (&lt; n f))]
    (cond [p? x]
          [else (outer (add1 x) n)])))"	1115
2023-11-11T21:22:45Z	Does the order of the X Y Z in signature matter? Autograder give this error, does it means all the X Y Z need to be in that place? can i replace all the X with Y and all the Y change to Z? will that still get marks off from autograder?	1114
2023-11-11T18:14:55Z	"22w mt2 problem 3 
In the glossary page of edX, it says &#34;The parameter(s) appear in parentheses just after the function name.&#34; However, in the solution of this problem, E can be a parameter which I don&#39;t understand. I thought only the &#34;lob&#34; after the function name is parameter, and the other &#34;lob&#34;s in the function body should be operands. 

What&#39;s more, can E be &#34;expression&#34;? 
Thanks!"	1112
2023-11-11T17:07:50Z	"Abstract fold - Problem Bank fold-dir 
(define (fold-dir c1 c2 c3 b1 b2 d)
  (local [(define (fn-for-dir d)         ; Dir -&gt; X
            (c1 (dir-name d)
                (fn-for-lod (dir-sub-dirs d))
                (fn-for-loi (dir-images d))))
          
          (define (fn-for-lod lod)       ; (listof Dir) -&gt; Y
            (cond [(empty? lod) b1]
                  [else
                   (c2 (fn-for-dir (first lod))
                       (fn-for-lod (rest lod)))]))
          
          (define (fn-for-loi loi)       ; (listof Image) -&gt; Z
            (cond [(empty? loi) b2]
                  [else
                   (c3 (first loi)
                       (fn-for-loi (rest loi)))]))]
    (fn-for-dir d)))


(@htdf find)
(@signature String Dir -&gt; Boolean)
;; look for a dir named name, if found produce true, otherwise produce false
(check-expect (find &#34;D4&#34; D6) true)
(check-expect (find &#34;D8&#34;  D4) false)

(@template-origin use-abstract-fn)

(define (find name dir)
  (local [(define (c1 n rdirs rimgs)
            (or (string=? name n)
                rdirs))
          (define (c2 rdir rdirs)
            (or rdir rdirs))
          (define (c3 img rimgs)
            false)]
    (fold-dir c1 c2 c3 false false dir)))


For this abstract fold above, there was a question in the problem bank asking why this fold-dir abstract fold function would not be the best way to code this function as it continues searching the rest of the tree for a certain directory name even after it has found it. 

I can&#39;t wrap my head around why it continues traversing down the tree. I thought that when the primitive or was evaluated to true, it stops. I tried expanding the fold but I still don&#39;t understand it 

(define (fold-dir d str)
  (local [(define (fn-for-dir d)         ; Dir -&gt; X
            (or (string=? (dir-name d) str)
              (fn-for-lod (dir-sub-dirs d))))
          
          (define (fn-for-lod lod)       ; (listof Dir) -&gt; Y
            (cond [(empty? lod) false]
                  [else
                   (or (fn-for-dir (first lod))
                       (fn-for-lod (rest lod)))]))
          
          (define (fn-for-loi loi)       ; (listof Image) -&gt; Z
            (cond [(empty? loi) false]
                  [else
                   false]))]
  (fn-for-dir d)))
"	1111
